date,pm25,pm10,o3,no2,so2,co
27/12/2016, 8, 25, 25, 12, 16, 50
28/12/2016, 62, 57, 28, 13, 24, 53
29/12/2016, 139, 58, 29, 15, 22, 61
30/12/2016, 143, 75, 38, 17, 23, 58
31/12/2016, 171, , , , , 
01/01/2017, , 60, 23, 6, 12, 70
02/01/2017, 158, 61, 36, 11, 17, 69
03/01/2017, 159, 42, 20, 8, 18, 66
04/01/2017, 115, 26, 9, 6, 12, 28
05/01/2017, 80, 35, 15, 7, 12, 48
06/01/2017, 102, 37, 20, 9, 12, 40
07/01/2017, 104, 35, 15, 7, 14, 44
08/01/2017, 104, 26, 15, 4, 13, 54
09/01/2017, 81, 35, 17, , 12, 85
10/01/2017, 106, 18, 10, 4, 10, 40
11/01/2017, 65, 6, 1, 5, 8, 20
12/01/2017, 24, , , , , 
16/01/2017, , 31, , , 10, 16
17/01/2017, 84, 44, 21, 13, 11, 35
18/01/2017, 115, 56, 21, 5, 14, 70
19/01/2017, 147, 32, 9, 6, 13, 40
20/01/2017, 82, 40, 9, 7, 13, 27
21/01/2017, 114, 42, 8, 6, 15, 23
22/01/2017, 120, , , , , 
23/01/2017, , 49, 19, 21, 17, 71
24/01/2017, 129, 52, 21, 14, 14, 51
25/01/2017, 141, 47, 18, 15, 14, 47
26/01/2017, 129, 39, 15, 10, 13, 32
27/01/2017, 112, 26, 13, 6, 10, 16
28/01/2017, 81, 17, 4, 6, 10, 20
29/01/2017, 62, 19, 6, 7, 12, 20
30/01/2017, 68, 26, 9, 9, 12, 33
31/01/2017, 82, 23, 6, 6, 14, 34
01/02/2017, 76, 26, 4, 8, 13, 39
02/02/2017, 80, 24, 4, 7, 14, 40
03/02/2017, 77, 21, 9, 7, 11, 23
04/02/2017, 70, 25, 5, 7, 11, 30
05/02/2017, 78, 22, 3, 8, 12, 37
06/02/2017, 71, 19, 3, 6, 12, 28
07/02/2017, 62, 21, 4, 6, 13, 37
08/02/2017, 63, 17, 3, 9, 12, 29
09/02/2017, 59, 123, 7, 11, 15, 18
10/02/2017, 98, 44, 9, 12, 15, 
11/02/2017, 125, 44, 12, 14, 15, 
12/02/2017, 123, 47, 13, 22, 23, 
13/02/2017, 128, 50, 14, 14, 14, 
14/02/2017, 140, 41, 12, 16, 19, 
15/02/2017, 113, 23, 3, 11, 13, 
16/02/2017, 74, , , , , 
19/02/2017, , 14, 2, 6, 11, 
20/02/2017, 45, 10, 10, 5, 12, 
21/02/2017, 39, 10, 13, 3, 11, 
22/02/2017, 39, 14, 2, 5, 12, 
23/02/2017, 53, 16, , 9, 13, 
24/02/2017, 59, 16, 2, 9, 12, 
25/02/2017, 59, 20, 4, 9, 14, 
26/02/2017, 69, 21, 4, 14, 14, 
27/02/2017, 70, 27, 7, 12, 24, 
28/02/2017, 83, 49, 14, 10, 13, 
01/03/2017, 126, 74, 20, 12, 16, 
02/03/2017, 156, 70, 4, 15, 17, 
03/03/2017, 151, 63, 5, 10, 13, 
04/03/2017, 150, 55, 7, 7, 13, 
05/03/2017, 131, 58, 1, 6, 17, 
06/03/2017, 137, 53, 3, 6, 13, 
07/03/2017, 142, , , , , 
09/03/2017, , 73, , 12, 12, 
10/03/2017, 160, 60, , 4, 11, 
11/03/2017, 151, 36, , 4, 10, 
12/03/2017, 92, 35, , 3, 10, 
13/03/2017, 88, , , , , 
14/03/2017, , 46, 15, 1, 11, 
15/03/2017, 108, 40, 21, 2, 16, 
16/03/2017, 110, 43, 18, 3, 13, 
17/03/2017, 106, 40, 19, 4, 10, 
18/03/2017, 99, 30, 20, 4, 10, 
19/03/2017, 78, 35, 15, 4, 10, 
20/03/2017, 80, 28, 12, 5, 10, 
21/03/2017, 68, 31, 11, 4, 10, 
22/03/2017, 74, 30, 11, 4, 10, 
23/03/2017, 75, 29, 13, 3, 10, 
24/03/2017, 73, 28, 11, 6, 13, 
25/03/2017, 69, 34, 10, 7, 13, 
26/03/2017, 77, 46, 10, 10, 14, 
27/03/2017, 96, 60, 18, 13, 16, 
28/03/2017, 136, 48, 18, 8, 12, 
29/03/2017, 116, 43, 15, 24, 14, 
30/03/2017, 101, 25, 10, 19, 13, 
31/03/2017, 68, 37, 11, 22, 14, 
01/04/2017, 87, 48, 13, 34, 16, 
02/04/2017, 106, 52, 16, 36, 17, 
03/04/2017, 116, 34, 9, 20, 13, 
04/04/2017, 83, 37, 12, 17, 13, 
05/04/2017, 88, 34, 13, 14, 13, 
06/04/2017, 83, 32, 18, 12, 12, 
07/04/2017, 79, 35, 20, 11, 12, 
08/04/2017, 84, 40, 18, 14, 13, 
09/04/2017, 92, 46, 18, 18, 14, 
10/04/2017, 101, 44, 15, 28, 14, 
11/04/2017, 94, 34, 12, 19, 13, 
12/04/2017, 83, 18, 14, 55, 15, 
13/04/2017, 48, 23, 14, 75, 14, 
14/04/2017, 55, 4, 4, 39, 12, 
15/04/2017, 14, , , , , 
16/04/2017, , 14, 19, 69, 12, 
17/04/2017, 39, 8, 17, 36, 12, 
18/04/2017, 26, 10, 22, 51, 13, 
19/04/2017, 30, 24, 15, 27, 13, 
20/04/2017, 53, 50, 14, 22, 13, 
21/04/2017, 113, , , , , 
24/04/2017, , 33, 13, 24, 13, 
25/04/2017, 78, 41, 16, 25, 13, 
26/04/2017, 98, 28, 15, 19, 13, 
27/04/2017, 72, 38, 17, 29, 14, 
28/04/2017, 82, 42, 13, 30, 14, 
29/04/2017, 87, 35, 14, 22, 13, 
30/04/2017, 87, 30, 12, 16, 12, 
01/05/2017, 73, 30, 9, 15, 12, 
02/05/2017, 73, 36, 9, 17, 12, 
03/05/2017, 83, 34, 16, 22, 13, 
04/05/2017, 81, 30, 10, 26, 13, 
05/05/2017, 71, 35, 13, 24, 13, 
06/05/2017, 85, 30, 11, 21, 13, 
07/05/2017, 74, 26, 10, 17, 12, 
08/05/2017, 65, 27, 11, 20, 13, 
09/05/2017, 66, 26, 11, 19, 12, 
10/05/2017, 66, 24, 9, 14, 12, 
11/05/2017, 60, 21, 16, 16, 12, 
12/05/2017, 60, 27, 12, 25, 12, 
13/05/2017, 68, 24, 9, 16, 12, 
14/05/2017, 61, 22, 11, 16, 12, 
15/05/2017, 57, 28, 12, 16, 12, 
16/05/2017, 70, , , , , 
17/05/2017, , 26, 13, 17, 12, 
18/05/2017, 75, 15, 13, 13, 12, 
19/05/2017, 56, 24, 11, 18, 12, 
20/05/2017, 64, 32, 17, 18, 13, 
21/05/2017, 78, 27, 12, 15, 12, 
22/05/2017, 65, 31, 11, 17, 12, 
23/05/2017, 72, 21, 14, 18, 11, 
24/05/2017, 60, 25, 13, 17, 11, 
25/05/2017, 61, 26, 12, 21, 11, 
26/05/2017, 55, 37, 15, 24, 12, 
27/05/2017, 81, 47, 16, 27, 12, 
28/05/2017, 102, 58, 17, 28, 12, 
29/05/2017, 136, , , , , 
30/05/2017, , 30, 13, 19, 13, 
31/05/2017, 72, 29, 15, 14, 14, 
01/06/2017, 59, 34, 16, 15, 16, 
02/06/2017, 62, 27, 15, 14, 17, 
03/06/2017, 45, 26, 17, 14, 17, 
04/06/2017, 49, 25, 17, 15, 18, 
05/06/2017, 47, 9, 14, 13, 14, 
06/06/2017, 22, 3, 13, 13, 12, 
07/06/2017, 10, 4, 14, 12, 13, 
08/06/2017, 12, 3, 14, 11, 13, 
09/06/2017, 8, 4, 14, 11, 13, 
10/06/2017, 10, , , , , 
11/06/2017, , 5, 13, 13, 14, 
12/06/2017, 14, 2, 15, 14, 13, 
13/06/2017, 7, 2, 16, 10, 14, 
14/06/2017, 7, 4, 16, 12, 14, 
15/06/2017, 10, 3, 15, 13, 14, 
16/06/2017, 9, 2, 14, 11, 13, 
17/06/2017, 6, 2, 15, 11, 13, 
18/06/2017, 8, 3, 13, 11, 13, 
19/06/2017, 10, , , , , 
20/06/2017, , 2, 14, 13, 13, 
21/06/2017, 4, 3, 14, 13, 14, 
22/06/2017, 6, 9, 17, 10, 14, 
23/06/2017, 21, 21, 17, 9, 14, 
24/06/2017, 52, 23, 17, 11, 14, 
25/06/2017, 54, 31, 17, 10, 14, 
26/06/2017, 68, 23, 18, 9, 15, 
27/06/2017, 56, 21, 19, 8, 14, 
28/06/2017, 53, 27, 19, 9, 13, 
29/06/2017, 64, 30, 21, 10, 14, 
30/06/2017, 62, 36, 21, 11, 14, 
01/07/2017, 66, 34, 23, 11, 14, 
02/07/2017, 64, 23, 23, 10, 14, 
03/07/2017, 49, 6, 25, 10, 13, 
04/07/2017, 11, 5, 26, 8, 13, 
05/07/2017, 8, 3, 26, 8, 13, 
06/07/2017, 5, 3, 26, 9, 13, 
07/07/2017, 7, 2, 24, 9, 13, 
08/07/2017, 5, 2, 34, 8, 13, 
09/07/2017, 5, 2, 23, 8, 13, 
10/07/2017, 7, 2, 22, 8, 13, 
11/07/2017, 5, 20, 21, 8, 13, 
12/07/2017, 36, 33, 21, 8, 13, 
13/07/2017, 64, 28, 21, 9, 14, 
14/07/2017, 46, 25, 21, 8, 13, 
15/07/2017, 57, 20, 20, 8, 13, 
16/07/2017, 47, 14, 22, 7, 13, 
17/07/2017, 39, 23, 20, 8, 13, 
18/07/2017, 61, 18, 22, 8, 13, 
19/07/2017, 51, 21, 21, 7, 13, 
20/07/2017, 55, 27, 20, 8, 13, 
21/07/2017, 58, 24, 24, 9, 13, 
22/07/2017, 63, 20, 18, 10, 14, 
23/07/2017, 47, 39, 20, 13, 14, 
24/07/2017, 82, 35, 18, 7, 13, 
25/07/2017, 96, , , , , 
06/08/2017, , 21, 13, 17, 13, 
07/08/2017, 44, 22, 19, 12, 15, 
08/08/2017, 44, 23, 18, 7, 14, 
09/08/2017, 57, , , , , 
10/08/2017, , 21, 14, 9, 12, 
11/08/2017, 46, 17, 19, 9, 13, 
12/08/2017, 32, 26, 18, 10, 15, 
13/08/2017, 60, 27, 18, 10, 15, 
14/08/2017, 67, 16, 20, 7, 13, 
15/08/2017, 46, 13, 19, 8, 14, 
16/08/2017, 41, 15, 18, 8, 14, 
17/08/2017, 48, 33, 18, 8, 13, 
18/08/2017, 91, 28, 17, 13, 15, 
19/08/2017, 70, , , , , 
21/08/2017, , 25, 16, 2, 15, 
22/08/2017, 62, 35, 18, 2, 16, 
23/08/2017, 82, 102, 498, 3, 15, 
24/08/2017, 35, 53, 5, 1, 13, 
25/08/2017, 90, 18, , , 14, 
26/08/2017, 57, 21, , , 14, 
27/08/2017, 58, 19, , , 14, 
28/08/2017, 51, 12, , , 14, 
29/08/2017, 38, 13, , , 14, 
30/08/2017, 39, 29, , , 15, 
31/08/2017, 79, 21, , , 15, 
01/09/2017, 58, 14, , , 15, 
02/09/2017, 45, 12, , , 14, 
03/09/2017, 39, 24, , , 15, 
04/09/2017, 68, 18, , , 15, 
05/09/2017, 52, 18, , , 14, 
06/09/2017, 53, , , , , 
08/09/2017, , 12, , , 15, 
09/09/2017, 40, 7, , , 13, 
10/09/2017, 26, , , , , 
18/09/2017, , 18, , , 13, 
19/09/2017, 50, 18, , , 14, 
20/09/2017, 45, 23, , , 13, 
21/09/2017, 63, 24, , , 13, 
22/09/2017, 72, , , , , 
24/09/2017, , 14, , , 13, 
25/09/2017, 53, 15, , , 13, 
26/09/2017, 36, 23, , , 13, 
27/09/2017, 62, 24, , , 14, 
28/09/2017, 59, 24, , , 14, 
29/09/2017, 61, 21, , , 14, 
30/09/2017, 55, 10, , , 13, 
01/10/2017, 30, 23, , , 17, 
02/10/2017, 54, 14, , , 13, 
03/10/2017, 48, 13, , , 13, 
04/10/2017, 42, 16, , , 13, 
05/10/2017, 48, 17, , , 13, 
06/10/2017, 50, 10, , , 13, 
07/10/2017, 38, , , , , 
10/10/2017, , 8, , , 13, 
11/10/2017, 33, 17, , , 13, 
12/10/2017, 56, 17, , , 13, 
13/10/2017, 54, 18, , , 12, 
14/10/2017, 59, 13, , , 14, 
15/10/2017, 42, 7, , , 12, 
16/10/2017, 30, 4, , , 12, 
17/10/2017, 14, 5, , , 12, 
18/10/2017, 17, 16, , , 13, 
19/10/2017, 49, , , , , 
22/10/2017, , 15, , , 14, 
23/10/2017, 46, 6, , , 13, 
24/10/2017, 20, 12, , , 14, 
25/10/2017, 38, 18, , , 14, 
26/10/2017, 53, 6, , , 13, 
27/10/2017, 26, , , , , 
29/10/2017, , 34, , , 15, 
30/10/2017, 98, 26, , , 13, 
31/10/2017, 80, 31, , , 13, 
01/11/2017, 86, 30, , , 13, 
02/11/2017, 86, 29, , , 13, 
03/11/2017, 79, 23, , , 14, 
04/11/2017, 58, 23, , , 14, 
05/11/2017, 68, 19, , , 13, 
06/11/2017, 64, 11, , , 13, 
07/11/2017, 32, 11, , , 13, 
08/11/2017, 40, 4, , , 13, 
09/11/2017, 16, 7, , , 13, 
10/11/2017, 24, 8, , , 13, 
11/11/2017, 30, 4, , , 13, 
12/11/2017, 18, 2, , , 13, 
13/11/2017, 9, 5, , , 13, 
14/11/2017, 19, 10, , , 13, 
15/11/2017, 38, 7, , , 16, 
16/11/2017, 27, 7, , , 17, 
17/11/2017, 23, 7, , , 15, 
18/11/2017, 18, 5, , , 13, 
19/11/2017, 23, 7, , , 13, 
20/11/2017, 23, 9, , , 13, 
21/11/2017, 36, 8, , , 13, 
22/11/2017, 33, , , , , 
23/11/2017, , 6, , , 13, 
24/11/2017, 26, 5, , , 13, 
25/11/2017, 19, 5, , , 13, 
26/11/2017, 18, 3, , , 14, 
27/11/2017, 9, 60, , , 13, 
28/11/2017, 141, 65, , , 13, 
29/11/2017, 154, 61, , , 13, 
30/11/2017, 146, 30, , , 13, 
01/12/2017, 83, 38, , , 13, 
02/12/2017, 108, 49, , , 14, 
03/12/2017, 125, 34, , , 13, 
04/12/2017, 96, 28, , , 13, 
05/12/2017, 79, 42, , , 13, 
06/12/2017, 111, 52, , , 37, 
07/12/2017, 142, 34, , , 36, 
08/12/2017, 99, 33, , , 37, 
09/12/2017, 93, 52, , , 36, 
10/12/2017, 144, 46, , , 37, 
11/12/2017, 129, 48, , , 35, 
12/12/2017, 140, 37, , , 36, 
13/12/2017, 102, 31, , , 35, 
14/12/2017, 85, 20, , , 36, 
15/12/2017, 63, 19, , , 36, 
16/12/2017, 59, 39, , , 36, 
17/12/2017, 109, 50, , , 38, 
18/12/2017, 131, 38, , , 44, 
19/12/2017, 105, 46, , , 46, 
20/12/2017, 121, 44, , , 46, 
21/12/2017, 117, 52, , , 52, 
22/12/2017, 132, 56, , , 47, 
23/12/2017, 148, 44, , , 40, 
24/12/2017, 121, 56, , , 46, 
25/12/2017, 142, 66, , , 47, 
26/12/2017, 160, 55, , , 37, 
27/12/2017, 150, 44, , , 37, 
28/12/2017, 127, 52, , , 40, 
29/12/2017, 142, 20, , , 37, 
30/12/2017, 67, 33, , , 38, 
31/12/2017, 94, 46, , , 43, 
01/01/2018, 123, 60, , , 41, 
02/01/2018, 158, 43, , , 39, 
03/01/2018, 118, 40, , , 38, 
04/01/2018, 113, 28, , , 37, 
05/01/2018, 83, 23, , , 36, 
06/01/2018, 73, 21, , , 36, 
07/01/2018, 71, 14, , , 36, 
08/01/2018, 46, 31, , , 36, 
09/01/2018, 91, 35, , , 41, 
10/01/2018, 100, 39, , , 44, 
11/01/2018, 110, 43, , , 46, 
12/01/2018, 118, 51, , , 49, 
13/01/2018, 131, 55, , , 43, 
14/01/2018, 148, 55, , , 42, 
15/01/2018, 143, 45, , , 40, 
16/01/2018, 128, 44, , , 41, 
17/01/2018, 126, 38, , , 40, 
18/01/2018, 110, 26, , , 44, 
19/01/2018, 76, 34, , , 40, 
20/01/2018, 103, 33, , , 38, 
21/01/2018, 100, 21, , , 38, 
22/01/2018, 70, 18, , , 37, 
23/01/2018, 64, 19, , , 37, 
24/01/2018, 67, 14, , , 37, 
25/01/2018, 55, 15, , , 37, 
26/01/2018, 57, 16, , , 38, 
27/01/2018, 61, 14, , , 36, 
28/01/2018, 52, 22, , , 37, 
29/01/2018, 69, 39, , , 37, 
30/01/2018, 110, 39, , , 37, 
31/01/2018, 111, 39, , , 44, 
01/02/2018, 109, 36, , , 44, 
02/02/2018, 99, 33, , , 45, 
03/02/2018, 93, 36, , , 49, 
04/02/2018, 100, 38, , , 42, 
05/02/2018, 107, 38, , , 38, 
06/02/2018, 105, 41, , , 40, 
07/02/2018, 117, 39, , , 36, 
08/02/2018, 112, 12, , , 34, 
09/02/2018, 42, 44, , , 24, 
10/02/2018, 124, 38, , , 22, 
11/02/2018, 115, 40, , , 22, 
12/02/2018, 119, 44, , , 28, 
13/02/2018, 126, 15, , , 24, 
14/02/2018, 50, 6, , , 23, 
15/02/2018, 24, 17, , , 23, 
16/02/2018, 63, , , , , 
20/02/2018, , 10, , , 23, 
21/02/2018, 44, 11, , , 23, 
22/02/2018, 42, 9, , , 24, 
23/02/2018, 40, , , , , 
25/02/2018, , 7, , , 26, 
26/02/2018, 29, 1, , , 25, 
27/02/2018, 6, 1, , , 24, 
28/02/2018, 4, 1, , , 24, 
01/03/2018, 4, 1, , , 24, 
02/03/2018, 3, 1, , , 24, 
03/03/2018, 3, 1, , , 24, 
04/03/2018, 4, 1, , , 24, 
05/03/2018, 2, , , , 24, 
06/03/2018, , , , , 24, 
07/03/2018, , 24, , , 25, 
08/03/2018, 55, 38, , , 29, 
09/03/2018, 82, 46, , , 29, 
10/03/2018, 94, 53, , , 30, 
11/03/2018, 121, 57, , , 26, 
12/03/2018, 135, 52, , , 27, 
13/03/2018, 123, 35, , , 27, 
14/03/2018, 86, 37, , , 26, 
15/03/2018, 88, 33, , , 28, 
16/03/2018, 78, 25, , , 27, 
17/03/2018, 73, 21, , , 26, 
18/03/2018, 62, 44, , , 28, 
19/03/2018, 83, 28, , , 31, 
20/03/2018, 61, , , , , 
29/03/2018, , 22, , , 30, 
30/03/2018, 68, 21, , , 29, 
31/03/2018, 67, 17, , , 29, 
01/04/2018, 60, 20, , , 32, 
02/04/2018, 65, 17, , , 30, 
03/04/2018, 54, 17, , , 30, 
04/04/2018, 55, 13, , , 30, 
05/04/2018, 47, 10, , , 29, 
06/04/2018, 36, 18, , , 31, 
07/04/2018, 40, , , , , 
18/04/2018, , 3, , , 32, 
19/04/2018, 14, 2, , , 32, 
20/04/2018, 8, , , , , 
25/04/2018, , 2, , , 38, 
26/04/2018, 8, , , , , 
16/05/2018, , 20, , , 28, 
17/05/2018, 47, 19, , , 28, 
18/05/2018, 48, 15, , , 28, 
19/05/2018, 60, , , , , 
27/05/2018, , 44, , , 29, 
28/05/2018, 85, 53, , , 29, 
29/05/2018, 105, 52, , , 29, 
30/05/2018, 107, 51, , , 29, 
31/05/2018, 114, 52, , , 29, 
01/06/2018, 122, 50, , , 29, 
02/06/2018, 108, 44, , , 29, 
03/06/2018, 94, 55, , , 29, 
04/06/2018, 109, 28, , , 29, 
05/06/2018, 55, 46, , , 30, 
06/06/2018, 87, 64, , , 30, 
07/06/2018, 127, 78, , , 31, 
08/06/2018, 146, 187, , , 30, 
09/06/2018, 299, 152, , , 30, 
10/06/2018, 219, 105, , , 30, 
11/06/2018, 184, 62, , , 30, 
12/06/2018, 102, 51, , , 31, 
13/06/2018, 67, 61, , , 30, 
14/06/2018, 110, 45, , , 30, 
15/06/2018, 88, 71, , , 30, 
16/06/2018, 143, 59, , , 30, 
17/06/2018, 106, 72, , , 31, 
18/06/2018, 128, 70, , , 31, 
19/06/2018, 119, 68, , , 31, 
20/06/2018, 111, 102, , , 31, 
21/06/2018, 171, , , , , 
26/06/2018, , 35, , , 32, 
27/06/2018, 89, , , , , 
25/07/2018, , 71, , , , 
26/07/2018, 95, 98, , , , 
27/07/2018, 180, , , , , 
03/05/2019, , , 13, , , 
04/05/2019, , , 17, , , 
05/05/2019, , , 71, , , 
06/05/2019, , , 24, , , 
07/05/2019, , , 56, , , 
08/05/2019, , , 25, , , 
09/05/2019, , , 5, , , 
10/05/2019, , , 4, , , 
11/05/2019, , , , , , 
12/05/2019, , , , , , 
13/05/2019, , , , , , 
14/05/2019, , , , , , 
15/05/2019, , , , , , 
16/05/2019, , , , 24, , 
17/05/2019, , , , 25, , 
18/05/2019, , , , 26, , 
19/05/2019, , , , 20, , 
20/05/2019, , , , 19, , 
21/05/2019, , , , 13, , 
22/05/2019, , , , , , 
23/05/2019, , , , , , 
24/05/2019, , , , , , 
25/05/2019, , , , , , 
26/05/2019, , , , , , 
27/05/2019, , , , , , 
28/05/2019, , , , , , 
29/05/2019, , , , , , 
30/05/2019, , , , , , 
31/05/2019, , , , , , 
01/06/2019, , , , , , 
02/06/2019, , , , , , 
03/06/2019, , , , , , 
04/06/2019, , , , , , 
05/06/2019, , , , , , 
06/06/2019, , , , , , 
07/06/2019, , , , , , 
08/06/2019, , , , , , 
09/06/2019, , , , , , 
10/06/2019, , , , , , 
11/06/2019, , , , , , 
12/06/2019, , , , , , 
13/06/2019, , , , , , 
14/06/2019, , , , , , 
15/06/2019, , , , , , 
16/06/2019, , , , , , 
17/06/2019, , , , , , 
18/06/2019, , , , , , 
19/06/2019, , , , , , 
20/06/2019, , , , , , 
21/06/2019, , , , , , 
22/06/2019, , , , , , 
23/06/2019, , , , , , 
24/06/2019, , , , , , 
25/06/2019, , , , , , 
26/06/2019, , , , , , 
27/06/2019, , 3, 26, 19, , 17
28/06/2019, 4, 7, 50, 28, , 18
29/06/2019, 14, 5, 33, 18, , 14
30/06/2019, 11, 6, 22, 21, , 15
01/07/2019, 14, 6, 28, 18, , 14
02/07/2019, 17, 6, 26, 14, , 
03/07/2019, 16, 3, 16, 15, , 
04/07/2019, 10, 5, 14, 23, , 7
05/07/2019, 10, 5, 18, 21, , 6
06/07/2019, 9, 6, 26, 23, , 6
07/07/2019, 12, 7, 20, 25, , 7
08/07/2019, 12, 7, 42, 21, , 6
09/07/2019, 13, 5, 21, 21, , 6
10/07/2019, 13, 7, 11, 26, , 9
11/07/2019, 13, 7, 15, 23, , 7
12/07/2019, 14, 8, 13, 24, , 7
13/07/2019, 13, 9, 11, 17, , 7
14/07/2019, 20, 9, 14, 24, , 11
15/07/2019, 21, 9, 441, 28, , 10
16/07/2019, 21, 7, 151, 24, , 8
17/07/2019, 14, 8, 16, 24, , 8
18/07/2019, 17, 9, 18, 27, , 8
19/07/2019, 21, 6, 14, 24, , 4
20/07/2019, 14, 7, 13, 26, , 7
21/07/2019, 14, 7, 46, 28, , 9
22/07/2019, 14, 7, 19, 28, , 10
23/07/2019, 14, 3, 28, 24, , 6
24/07/2019, 7, , 18, 21, , 7
27/07/2019, , , 15, 22, , 10
28/07/2019, , , 17, 24, , 9
29/07/2019, , 6, 32, 24, , 8
30/07/2019, 16, 7, 34, 16, , 4
31/07/2019, 21, 6, 14, 19, , 6
01/08/2019, 17, 4, 17, 14, , 6
02/08/2019, 13, 4, 17, 8, , 2
03/08/2019, 13, 6, 18, 16, , 8
04/08/2019, 18, , , 21, , 9
05/08/2019, , , , 20, , 7
06/08/2019, , , , 27, , 7
07/08/2019, , , , 21, , 7
08/08/2019, , , , 18, , 6
09/08/2019, , , 13, 17, , 7
10/08/2019, , , , 16, , 6
11/08/2019, , , , 8, , 7
12/08/2019, , , , 9, , 7
13/08/2019, , , , 10, , 5
14/08/2019, , , , 9, , 5
15/08/2019, , , , 10, , 7
16/08/2019, , , , 8, , 7
17/08/2019, , , , 7, , 5
18/08/2019, , , , 10, , 7
19/08/2019, , 4, 22, 11, , 7
20/08/2019, 8, , , 9, , 10
21/08/2019, , , , 10, , 10
22/08/2019, , , , 6, , 5
23/08/2019, , , , 6, , 5
24/08/2019, , , , 8, , 6
25/08/2019, , , , 8, , 10
13/09/2019, , 8, 34, 11, , 7
14/09/2019, 18, 13, 43, 9, , 7
15/09/2019, 31, 12, 36, 11, , 9
16/09/2019, 30, 29, 36, 9, , 6
17/09/2019, 54, 37, 32, 6, , 5
18/09/2019, 74, 28, 22, 7, , 7
19/09/2019, 60, 38, 39, 7, , 8
20/09/2019, 75, 36, 30, 6, , 4
21/09/2019, 61, 38, 45, 10, , 5
22/09/2019, 53, 63, 57, 15, , 6
23/09/2019, 102, 72, 46, 18, , 8
24/09/2019, 113, 76, 63, 17, , 7
25/09/2019, 122, 75, 51, 15, , 6
26/09/2019, 132, 71, 59, 18, , 8
27/09/2019, 122, 84, 58, 21, , 10
28/09/2019, 146, 88, 54, 19, , 7
29/09/2019, 154, 99, 63, 16, , 8
30/09/2019, 175, 84, 50, 17, , 9
01/10/2019, 150, 64, 20, 14, , 9
02/10/2019, 116, 41, 18, 11, , 8
03/10/2019, 86, 57, 14, 13, , 11
04/10/2019, 120, 51, 22, 10, , 8
05/10/2019, 94, 52, 26, 8, , 5
06/10/2019, 94, 61, 29, 10, , 5
07/10/2019, 105, 26, 16, 5, , 4
08/10/2019, 58, 20, 14, 6, , 5
09/10/2019, 42, 54, 15, 9, , 6
10/10/2019, 109, 35, 15, 10, , 6
11/10/2019, 56, 36, 15, 10, , 5
12/10/2019, 61, 36, 15, 8, , 4
13/10/2019, 67, 29, 18, 5, , 2
14/10/2019, 58, 30, 20, 6, , 2
15/10/2019, 60, 39, 40, 6, , 5
16/10/2019, 76, 45, 35, , , 7
17/10/2019, 97, 24, 21, 23, , 4
18/10/2019, 48, 29, 34, , , 5
19/10/2019, 49, 46, 41, , , 5
20/10/2019, 94, 56, 27, , , 7
21/10/2019, 118, 36, 22, , , 3
22/10/2019, 68, 28, 22, , , 4
23/10/2019, 55, 16, 17, , , 2
24/10/2019, 35, 32, 16, , , 2
25/10/2019, 67, 52, 23, , , 1
26/10/2019, 112, 44, 15, , , 1
27/10/2019, 95, 29, 13, , , 1
28/10/2019, 64, 23, 27, , , 1
29/10/2019, 40, 47, 34, , , 2
30/10/2019, 90, 53, 20, , , 1
31/10/2019, 103, 23, 19, , , 
01/11/2019, 61, 26, 13, , , 
02/11/2019, 62, 32, 20, , , 
03/11/2019, 71, 38, 33, , , 1
04/11/2019, 70, 62, 46, , , 2
05/11/2019, 120, 78, 35, , , 1
06/11/2019, 157, 69, 39, , , 10
07/11/2019, 149, 56, 41, , , 7
08/11/2019, 118, 64, 49, , , 8
09/11/2019, 131, 74, 54, , , 6
10/11/2019, 164, 76, 45, , , 8
11/11/2019, 165, 96, 44, , , 9
12/11/2019, 217, 53, 15, , , 7
13/11/2019, 117, 29, 14, , , 8
14/11/2019, 56, 53, 21, , , 9
15/11/2019, 101, 48, 27, , , 6
16/11/2019, 91, 31, 17, , , 4
17/11/2019, 61, 27, 16, , , 7
18/11/2019, 53, 32, 18, , , 5
19/11/2019, 59, 61, 19, , , 9
20/11/2019, 105, 71, 15, , , 9
21/11/2019, 131, 73, 14, , , 12
22/11/2019, 128, 70, 14, , , 12
23/11/2019, 120, 57, 8, , , 11
24/11/2019, 89, 64, 13, , , 13
25/11/2019, 101, 65, 12, , , 11
26/11/2019, 113, 71, 14, , , 10
27/11/2019, 124, 47, 10, , , 6
28/11/2019, 69, 54, 10, , , 9
29/11/2019, 84, 68, 7, , , 12
30/11/2019, 126, 54, 11, , , 7
01/12/2019, 96, 30, 16, , , 6
02/12/2019, 44, 48, 16, 37, 6, 9
03/12/2019, 82, 59, 19, 20, 7, 8
04/12/2019, 107, 51, 20, 15, 6, 5
05/12/2019, 84, 42, 20, 15, 4, 6
06/12/2019, 65, 64, 21, 22, 6, 9
07/12/2019, 116, 74, 23, 27, 9, 11
08/12/2019, 139, 85, 26, 31, 11, 15
09/12/2019, 153, 91, 26, 33, 9, 15
10/12/2019, 167, 95, 28, 35, 10, 18
11/12/2019, 177, 119, 3, 29, 8, 15
12/12/2019, 213, 78, 22, 33, 8, 14
13/12/2019, 156, 83, 9, 25, 6, 12
14/12/2019, 166, 50, 6, 20, 5, 10
15/12/2019, 95, 34, 4, 12, 3, 10
16/12/2019, 64, 28, 8, 18, 4, 13
